reviewed by,Study,pub_reference,pub_year,loc_city.state,loc_state,lat,long,exp_type,reps,MAP,MAT,aridity_index,OM_pct,soil_type,pH,cc_spec,cc_type,cropsys_tillage,cc_tillage,cc_pDATE,cc_pDATE_DOY,cc_pMNTH,cc_pMNTH2,cc_pDEN_kg.ha,cc_pMETH,cc_termDATE,CC_termDATE_DOY,cc_termMETH,cc_termMETH2,crop_follow,crop_pDATE,cc_bm_kg.ha,cc_bmSE,cced_wd.den_num.m2,cced_wd.denSE,ctl_wd.den_num.m2,ctl_wd.denSE,cced_wd.bm_g.m2,cced_wd.bmSE,ctl_wd.bm_g.m2,ctl_wdbmSE,cced_yield_kg.ha,cced_yieldSE,ctl_yield_kg.ha,ctl_yieldSE
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,246,Aug,8,45,drilled,6/18/2018,169,rolling,M,corn,6/18/2018,4960,.,5,.,20,.,28,,30,.,7510,.,5310,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,247,Aug,8,45,drilled,6/18/2018,169, mowing,M,corn,6/18/2018,6470,.,7,.,20,.,6,,30,.,5900,.,5310,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,248,Aug,8,45,drilled,6/18/2018,169,herbicide,H,corn,6/18/2018,4680,.,6,.,20,.,21,,30,.,5630,.,5310,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,249,Aug,8,45,drilled,4/30/2018,120,rolling,M,corn,4/30/2018,4320,.,17,.,49,.,80,,647,.,920,.,2840,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,250,Aug,8,45,drilled,4/30/2018,120,chopping,M,corn,4/30/2018,3750,.,17,.,49,.,231,,647,.,500,.,2840,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,251,Aug,8,45,drilled,4/30/2018,120, mowing,M,corn,4/30/2018,2940,.,33,.,49,.,377,,647,.,580,.,2840,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,252,Aug,8,45,drilled,4/30/2018,120,herbicide,H,corn,4/30/2018,1960,.,46,.,49,.,663,,647,.,720,.,2840,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,253,Aug,8,45,drilled,5/16/2018,136,rolling,M,corn,5/16/2018,3180,.,27,.,34,.,90,,152,.,3200,.,4130,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,254,Aug,8,45,drilled,5/16/2018,136,chopping,M,corn,5/16/2018,3360,.,25,.,34,.,165,,152,.,3660,.,4130,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,255,Aug,8,45,drilled,5/16/2018,136, mowing,M,corn,5/16/2018,2250,.,18,.,34,.,79,,152,.,3090,.,4130,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,256,Aug,8,45,drilled,5/16/2018,136,herbicide,H,corn,5/16/2018,3620,.,19,.,34,.,137,,152,.,3910,.,4130,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,257,Aug,8,45,drilled,6/5/2018,156,rolling,M,corn,6/5/2018,3640,.,6,.,2,.,39,,12,.,2410,.,3300,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,258,Aug,8,45,drilled,6/5/2018,157,chopping,M,corn,6/5/2018,3290,.,12,.,2,.,147,,12,.,2340,.,3300,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,259,Aug,8,45,drilled,6/5/2018,158, mowing,M,corn,6/5/2018,3130,.,10,.,2,.,71,,12,.,1670,.,3300,.
GN,10,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/2018,260,Aug,8,45,drilled,6/5/2018,159,herbicide,H,corn,6/5/2018,3720,.,4,.,2,.,35,,12,.,2830,.,3300,.
GN,11,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,hairy vetch,legume,Y,N,9/1/2018,244,Sept,9,42,broadcast,.,.,.,.,.,.,5600,.,108,.,431,.,10.3,.,119.3,.,.,.,.,.
GN,11,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,rye + hairy vetch,mix,Y,N,9/1/2018,244,Sept,9,21/47,broadcast,.,.,.,.,.,.,5100,.,123,.,431,.,6.3,.,119.3,.,.,.,.,.
GN,11,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,rye,grass,Y,N,9/1/2018,244,Sept,9,94,broadcast,.,.,.,.,.,.,4200,.,48,.,431,.,2.4,.,119.3,.,.,.,.,.
GN,11,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,hairy vetch,legume,Y,N,9/1/2018,244,Sept,9,42,broadcast,.,.,.,.,.,.,4500,.,500,.,1120,.,46.2,.,156.3,.,.,.,.,.
GN,11,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,rye + hairy vetch,mix,Y,N,9/1/2018,244,Sept,9,21/47,broadcast,.,.,.,.,.,.,3800,.,323,.,1120,.,9.2,.,156.3,.,.,.,.,.
GN,11,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,rye,grass,Y,N,9/1/2018,244,Sept,9,94,broadcast,.,.,.,.,.,.,3500,.,364,.,1120,.,8.6,.,156.3,.,.,.,.,.
GN,11,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,7.9,hairy vetch,legume,Y,N,9/5/2018,248,Sept,9,45,drilled,.,.,.,.,.,.,4500,.,159,.,139,.,.,.,.,.,.,.,.,.
GN,11,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,7.9,rye + hairy vetch,mix,Y,N,9/5/2018,248,Sept,9,22.5/62.5,drilled,.,.,.,.,.,.,7000,.,66,.,139,.,.,.,.,.,.,.,.,.
GN,11,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,7.9,rye,grass,Y,N,9/5/2018,248,Sept,9,125,drilled,.,.,.,.,.,.,4500,.,72,.,139,.,.,.,.,.,.,.,.,.
DW,12,"Mock et al., 2012",2012,"West Lafayette, IN",IN,40.4259,86.9081,RCBD split plot,6,,,,3,silt loam,6.3,winter wheat,grass,N,N,10/7/2018,280,Oct,10,67,drilled,5/1/2018,121,herbicide,H,corn/soy,5/10/2018,.,.,149,.,9,.,.,.,.,.,.,.,.,.
DW,12,"Mock et al., 2012",2012,"West Lafayette, IN",IN,40.4259,86.9081,RCBD split plot,6,,,,3,silt loam,6.3,rye grass,grass,N,N,10/7/2018,280,Oct,10,34,broadcast,5/1/2018,121,herbicide,H,corn/soy,5/10/2018,.,.,332,.,9,.,.,.,.,.,.,.,.,.
DW,12,"Mock et al., 2012",2012,"Vincennes, IN",IN,38.6773,87.5286,RCBD split plot,6,,,,1,silt loam,6.9,winter wheat,grass,N,N,10/7/2018,280,Oct,10,67,drilled,5/1/2018,121,herbicide,H,corn/soy,5/10/2018,.,.,377,.,77,.,.,.,.,.,.,.,.,.
DW,12,"Mock et al., 2012",2012,"Vincennes, IN",IN,38.6773,87.5286,RCBD split plot,6,,,,1,silt loam,6.9,rye grass,grass,N,N,10/7/2018,280,Oct,10,34,broadcast,5/1/2018,121,herbicide,H,corn/soy,5/10/2018,.,.,393,.,77,.,.,.,.,.,.,.,.,.
